LJ001-0161|There seems to be no reason why ordinary paper should not be better made,|There seems to be no reason why ordinary paper should not be better made,;;;;
LJ001-0162|even allowing the necessity for a very low price; but any improvement must be based on showing openly that the cheap article is cheap,|even allowing the necessity for a very low price; but any improvement must be based on showing openly that the cheap article is cheap,;;
LJ001-0163|e.g. the cheap paper should not sacrifice toughness and durability to a smooth and white surface,|e.g. the cheap paper should not sacrifice toughness and durability to a smooth and white surface,;;;;
LJ001-0164|which should be indications of a delicacy of material and manufacture which would of necessity increase its cost.|which should be indications of a delicacy of material and manufacture which would of necessity increase its cost.;;;;
LJ001-0165|One fruitful source of badness in paper|One fruitful source of badness in paper;;;;
LJ001-0166|is the habit that publishers have of eking out a thin volume by printing it on thick paper almost of the substance of cardboard,|is the habit that publishers have of eking out a thin volume by printing it on thick paper almost of the substance of cardboard,;;;;
LJ001-0167|a device which deceives nobody, and makes a book very unpleasant to read.|a device which deceives nobody, and makes a book very unpleasant to read.;;;;
LJ001-0168|On the whole, a small book should be printed on paper which is as thin as may be without being transparent.|On the whole, a small book should be printed on paper which is as thin as may be without being transparent.;;;;
LJ001-0169|The paper used for printing the small highly ornamented French service-books about the beginning of the sixteenth century is a model in this respect,|The paper used for printing the small highly ornamented French service-books about the beginning of the sixteenth century is a model in this respect,;;;;
LJ001-0170|being thin, tough, and opaque.|being thin, tough, and opaque.;;;;
LJ001-0171|However, the fact must not be blinked that machine-made paper cannot in the nature of things be made of so good a texture as that made by hand.|However, the fact must not be blinked that machine-made paper cannot in the nature of things be made of so good a texture as that made by hand.;;;;
LJ001-0172|The ornamentation of printed books is too wide a subject to be dealt with fully here; but one thing must be said on it.|The ornamentation of printed books is too wide a subject to be dealt with fully here; but one thing must be said on it.;;
LJ001-0173|The essential point to be remembered is that the ornament, whatever it is, whether picture or pattern-work, should form part of the page,|The essential point to be remembered is that the ornament, whatever it is, whether picture or pattern-work, should form part of the page,;;;;
LJ001-0174|should be a part of the whole scheme of the book.|should be a part of the whole scheme of the book.;;;;
LJ001-0175|Simple as this proposition is, it is necessary to be stated,|Simple as this proposition is, it is necessary to be stated,;;;;
LJ001-0176|because the modern practice is to disregard the relation between the printing and the ornament altogether,|because the modern practice is to disregard the relation between the printing and the ornament altogether,;;;;
LJ001-0177|so that if the two are helpful to one another it is a mere matter of accident.|so that if the two are helpful to one another it is a mere matter of accident.;;;;
LJ001-0178|The due relation of letter to pictures and other ornament was thoroughly understood by the old printers; so that|The due relation of letter to pictures and other ornament was thoroughly understood by the old printers; so that;;
LJ001-0179|even when the woodcuts are very rude indeed,|even when the woodcuts are very rude indeed,;;;;
LJ001-0180|the proportions of the page still give pleasure by the sense of richness that the cuts and letter together convey.|the proportions of the page still give pleasure by the sense of richness that the cuts and letter together convey.;;;;
LJ001-0181|When, as is most often the case, there is actual beauty in the cuts,|When, as is most often the case, there is actual beauty in the cuts,;;;;
LJ001-0182|the books so ornamented are amongst the most delightful works of art that have ever been produced.|the books so ornamented are amongst the most delightful works of art that have ever been produced.;;;;
LJ001-0183|Therefore, granted well-designed type, due spacing of the lines and words, and proper position of the page on the paper,|Therefore, granted well-designed type, due spacing of the lines and words, and proper position of the page on the paper,;;;;
LJ001-0184|all books might be at least comely and well-looking: and if to these good qualities were added really beautiful ornament and pictures,|all books might be at least comely and well-looking: and if to these good qualities were added really beautiful ornament and pictures,;;;;
LJ001-0185|printed books might once again illustrate to the full|printed books might once again illustrate to the full;;;;
LJ001-0186|the position of our Society that a work of utility might be also a work of art, if we cared to make it so.|the position of our Society that a work of utility might be also a work of art, if we cared to make it so.;;;;
LJ002-0001|The Chronicles of Newgate, Volume 2. By Arthur Griffiths. Section 4: Newgate down to 1818.|The Chronicles of Newgate, Volume two. By Arthur Griffiths. Section four: Newgate down to eighteen eighteen.;;;;
LJ002-0002|Under the conditions referred to in the previous chapter,|Under the conditions referred to in the previous chapter,;;;;
LJ002-0003|with criminals and misdemeanants of all shades crowding perpetually into its narrow limits, the latter state of Newgate was worse than the first.|with criminals and misdemeanants of all shades crowding perpetually into its narrow limits, the latter state of Newgate was worse than the first.;;;;
LJ002-0004|The new jail fell as far short of the demands made on it as did the old.|The new jail fell as far short of the demands made on it as did the old.;;;;
